m,left_ver,right_ver,vibed_uncert_1,vibed_uncer_2
1,189,9.35,0.01666666667,0.03333333333
1,189.0166667,9.083333333,0.01666666667,0.03333333333
2,198.1333333,18,0.03333333333,0.01666666667
2,199.0666667,19.01666667,0.03333333333,0.01666666667
3,208.3333333,28.01666667,0.03333333333,0.008333333333
3,209.0166667,29.01666667,0.01666666667,0.03333333333
