m,left_ver,right_ver,vibed_uncert_1,vibed_uncer_2
1,193.4666667,13.16666667,0.03333333333,0.05
2,206.0166667,26.06666667,0,0.03333333333
3,217.0333333,37.05,0.03333333333,0.03333333333
